full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2019 bz4,26.27,,,0.3724,1.595,1.81,3838075,2019 bz4,26.27,0.0148099972,0.0331161605,False,2025-02-04,7.6764888296,14941503.44752434,Earth
2019 ch1,21.22,,,0.7143,1.337,10.86,3838104,2019 ch1,21.22,0.1515496636,0.3388753497,True,2025-02-16,38.040793626,66162244.794028886,Earth
2019 cc2,26.3,,,0.1792,1.14,4.57,3838138,2019 cc2,26.3,0.0146067964,0.0326617897,False,2025-02-11,19.0656907753,73688472.44943528,Earth
2019 dq,26.8,,,0.3855,0.8229,3.13,3838839,2019 dq,26.8,0.0116025908,0.0259441818,False,2025-03-12,7.951242276,18718249.149254583,Earth
2019 db2,25.7,,,0.0956,1.121,16.38,3838874,2019 db2,25.7,0.0192555078,0.0430566244,False,2025-02-19,14.7726907039,58518894.2135987,Earth
2019 eo,23.18,,,0.5325,0.9939,9.35,3838888,2019 eo,23.18,0.0614546821,0.1374168468,False,2025-02-22,11.0115769909,47266886.60680301,Earth
2019 er,27.1,,,0.187,0.9081,10.9,3838892,2019 er,27.1,0.0101054342,0.0225964377,False,2025-03-02,16.812668502,54125880.46039813,Earth
2019 et,24.5,,,0.1634,1.136,27.08,3838894,2019 et,24.5,0.0334622374,0.0748238376,False,2025-03-14,15.0344278392,48110563.73606408,Earth
2019 ed1,27.63,,,0.3285,0.9002,5.33,3838904,2019 ed1,27.63,0.0079168967,0.0177027191,False,2025-03-03,7.933592095,8425525.631768348,Earth
2019 em1,22.29,,,0.5509,0.6709,28.45,3838913,2019 em1,22.29,0.0925880583,0.2070331923,False,2025-03-02,22.6963354878,35272064.07577297,Earth
2019 fn2,23.7,,,0.2141,0.8321,13.75,3840738,2019 fn2,23.7,0.0483676488,0.1081533507,False,2025-03-20,14.4129692253,55448221.33156316,Earth
2019 fy2,27.4,,,0.1773,0.8994,2.79,3840753,2019 fy2,27.4,0.0088014652,0.0196806745,False,2025-04-24,5.3145499688,4885087.298573466,Earth
2019 gf1,27.5,,,0.0485,0.9898,1.24,3840784,2019 gf1,27.5,0.008405334,0.0187948982,False,2025-04-11,16.3564187011,72914609.5344675,Earth
2019 gm1,27.25,,,0.071,1.004,6.75,3840791,2019 gm1,27.25,0.0094309399,0.0210882227,False,2025-01-19,2.933403853,22252617.025281675,Earth
2019 gm4,23.59,,,0.3941,1.576,6.6,3840867,2019 gm4,23.59,0.0508809225,0.1137732014,False,2025-03-25,18.8603745089,53340787.35300775,Earth
2019 gn20,26.5,,,0.6009,2.069,6.37,3841200,2019 gn20,26.5,0.0133215567,0.0297879063,False,2025-03-27,20.9474758417,31416957.304321002,Earth
2019 ho,23.98,,,0.4907,2.085,8.25,3841529,2019 ho,23.98,0.0425162524,0.0950692305,False,2025-05-02,9.2568314876,20835342.707155254,Earth
2019 hq,26.25,,,0.3476,0.7662,10.99,3841534,2019 hq,26.25,0.0149470324,0.0334225806,False,2025-04-17,11.8537870714,21799959.97548999,Earth
2019 hs2,26.6,,,0.2155,0.995,19.55,3841545,2019 hs2,26.6,0.0127219879,0.0284472297,False,2025-04-20,17.2222535429,36255149.75467132,Earth
2019 hm3,27.0,,,0.3543,1.577,2.82,3841620,2019 hm3,27.0,0.0105816886,0.023661375,False,2025-03-23,13.1045784138,39363374.81371255,Earth
2019 hf4,27.6,,,0.3819,1.597,3.84,3841669,2019 hf4,27.6,0.0080270317,0.0179489885,False,2025-05-20,12.3426289375,30370434.723448087,Earth
2019 jm1,24.0,,,0.7108,2.089,24.23,3841713,2019 jm1,24.0,0.0421264611,0.0941976306,False,2025-05-05,31.181919441,42100639.95510439,Earth
2019 jv1,22.97,,,0.3781,0.8226,32.9,3841721,2019 jv1,22.97,0.0676947481,0.1513700585,False,2025-05-02,16.244496061,21823731.10695256,Earth
2019 jx1,29.1,,,0.3997,1.008,17.01,3841719,2019 jx1,29.1,0.0040230458,0.0089958039,False,2025-05-19,26.1838357327,64477765.28297561,Earth
2019 jy1,28.2,,,0.1748,1.138,9.68,3841722,2019 jy1,28.2,0.0060891262,0.0136157002,False,2025-05-26,17.3074418652,63923140.9636513,Earth
2019 jv2,23.0,,,0.3002,1.131,27.38,3841764,2019 jv2,23.0,0.0667659413,0.1492931834,False,2025-05-12,17.4280712738,13274490.280662265,Earth
2019 kj4,27.4,,,0.2645,0.8207,0.18,3842657,2019 kj4,27.4,0.0088014652,0.0196806745,False,2025-01-07,9.5250407801,49392413.8942228,Earth
2019 ls1,22.48,,,0.6266,2.052,3.61,3842769,2019 ls1,22.48,0.0848310762,0.189688053,False,2025-01-02,12.4314874464,18639595.585777443,Earth
2019 la2,26.68,,,0.3352,1.126,20.46,3842775,2019 la2,26.68,0.0122618211,0.0274182656,False,2025-05-26,11.7649880811,21588553.05273783,Earth
2019 mg2,22.14,,,0.4554,0.9266,12.14,3843051,2019 mg2,22.14,0.0992098919,0.2218400624,False,2025-05-06,24.8728899902,64161859.99944893,Earth
2019 ov3,24.26,,,0.408,0.9818,0.7,3843427,2019 ov3,24.26,0.0373727432,0.0835679943,False,2025-02-27,15.1658785279,59048541.50799014,Earth
2019 ow3,22.08,,,0.5198,1.556,14.69,3843428,2019 ow3,22.08,0.1019893859,0.2280551997,False,2025-02-09,20.9706263115,26188867.970269047,Earth
2019 pz2,19.81,,,0.394,0.9697,46.28,3843555,2019 pz2,19.81,0.2901048414,0.648694146,False,2025-01-20,33.06308275,58807367.032593474,Earth
2019 qy4,27.6,,,0.3575,1.425,0.56,3843671,2019 qy4,27.6,0.0080270317,0.0179489885,False,2025-01-06,18.2049798985,52117749.56290849,Earth
2019 qs6,26.1,,,0.0939,1.148,6.01,3843713,2019 qs6,26.1,0.0160160338,0.0358129403,False,2025-01-02,5.1027498837,40941595.58601589,Earth
2019 ql7,26.65,,,0.3774,1.114,5.4,3843735,2019 ql7,26.65,0.0124324001,0.0277996916,False,2025-01-03,8.5809752089,58599408.62498077,Earth
2019 rk,25.26,,,0.1303,1.151,4.71,3843767,2019 rk,25.26,0.0235806068,0.0527278398,False,2025-03-26,4.8474524156,37238134.06605296,Earth
2019 rm1,27.8,,,0.1037,1.147,14.19,3843793,2019 rm1,27.8,0.0073207399,0.016369672,False,2025-02-18,8.2603253414,41044467.71322499,Earth
2019 rp2,28.9,,,0.1135,1.154,1.22,3843826,2019 rp2,28.9,0.004411182,0.0098637028,False,2025-01-14,3.355938886,30555004.611110527,Earth
2019 rb3,24.2,,,0.2839,1.182,15.48,3843836,2019 rb3,24.2,0.0384197891,0.0859092601,False,2025-03-10,17.8679370831,45217659.22965208,Earth
2019 re3,22.85,,,0.3756,1.024,23.33,3843838,2019 re3,22.85,0.0715409951,0.1599705282,False,2025-04-02,17.3752934383,41398926.80629594,Earth
2019 sp2,24.02,,,0.2197,1.014,13.14,3844004,2019 sp2,24.02,0.0417402433,0.0933340215,False,2025-03-25,8.1935401524,12472641.523681693,Earth
2019 sx4,24.25,,,0.2545,1.393,28.31,3856730,2019 sx4,24.25,0.0375452479,0.0839537266,False,2025-03-09,14.3950006365,70074531.34206544,Earth
2019 sw9,24.5,,,0.196,1.326,6.15,3873162,2019 sw9,24.5,0.0334622374,0.0748238376,False,2025-04-24,6.9425271417,69299819.21982883,Earth
2019 tc2,27.9,,,0.358,1.282,8.5,3878573,2019 tc2,27.9,0.0069912523,0.0156329154,False,2025-04-06,24.3388479445,70498067.3413676,Earth
2019 tl2,24.4,,,0.2073,1.391,9.04,3878578,2019 tl2,24.4,0.0350392641,0.0783501764,False,2025-01-09,5.1613772387,59495075.397284426,Earth
2019 tf3,28.0,,,0.265,0.8135,3.65,3878589,2019 tf3,28.0,0.0066765941,0.0149293183,False,2025-03-14,13.5470406836,59335472.75085414,Earth
2019 tk5,27.46,,,0.2003,1.021,1.5,3878618,2019 tk5,27.46,0.0085616008,0.0191443215,False,2025-05-12,14.9589829391,47499606.52865705,Earth
2019 tk6,22.64,,,0.4256,1.169,4.62,3879137,2019 tk6,22.64,0.0788052183,0.1762138252,False,2025-01-04,10.4616436925,40607718.033261456,Earth
2019 ty6,25.04,,,0.2436,1.313,24.46,3879165,2019 ty6,25.04,0.0260948603,0.0583498816,False,2025-04-23,12.858170609,52018468.57744812,Earth
2019 tb7,26.8,,,0.1309,0.8943,10.0,3879166,2019 tb7,26.8,0.0116025908,0.0259441818,False,2025-04-25,8.3650716841,34926053.05865687,Earth
2019 uj,26.9,,,0.2359,1.169,22.71,3879226,2019 uj,26.9,0.0110803882,0.0247765013,False,2025-04-02,13.5351914482,27311710.32800796,Earth
2019 un2,25.08,,,0.2318,1.177,6.55,3879292,2019 un2,25.08,0.0256185754,0.0572848762,False,2025-04-03,17.5064435688,59379197.33597604,Earth
2019 uq4,28.0,,,0.1299,1.147,3.78,3879536,2019 uq4,28.0,0.0066765941,0.0149293183,False,2025-02-05,5.2888255903,43946464.29946241,Earth
2019 uu6,23.6,,,0.2033,1.155,40.4,3879726,2019 uu6,23.6,0.0506471459,0.1132504611,False,2025-04-21,20.3802255934,59231306.7666272,Earth
2019 uu7,26.03,,,0.3174,0.8089,0.88,3883096,2019 uu7,26.03,0.0165407416,0.0369862226,False,2025-05-04,16.3779389932,68116244.8541626,Earth
2019 ut8,27.2,,,0.5256,0.9184,3.77,3884012,2019 ut8,27.2,0.0096506147,0.0215794305,False,2025-04-30,17.6144665219,72709123.57573165,Earth
2019 uc11,24.75,,,0.5634,1.257,3.63,3884243,2019 uc11,24.75,0.0298232505,0.0666868155,False,2025-03-04,31.9097739848,66442206.70596342,Earth
2019 uv11,23.3,,,0.1896,1.386,11.85,3888744,2019 uv11,23.3,0.058150704,0.130028927,False,2025-02-10,3.2201473358,60303213.57783512,Earth
2019 ue13,25.75,,,0.3607,0.8043,7.45,3892010,2019 ue13,25.75,0.0188171989,0.042076536,False,2025-01-09,7.2246441634,52418994.479571976,Earth
2019 us14,22.1,,,0.724,1.891,7.5,3892307,2019 us14,22.1,0.1010543415,0.2259643771,False,2025-04-10,18.1784521625,61372928.72040839,Earth
2019 vf1,23.0,,,0.5719,1.45,12.62,3892309,2019 vf1,23.0,0.0667659413,0.1492931834,False,2025-06-02,22.3942403678,23118633.903665584,Earth
2019 vj2,26.1,,,0.3319,0.8649,5.43,3892657,2019 vj2,26.1,0.0160160338,0.0358129403,False,2025-01-14,24.7105750439,72046112.14388156,Earth
2019 vw2,22.7,,,0.2628,1.12,21.81,3892681,2019 vw2,22.7,0.0766575574,0.1714115092,False,2025-03-06,21.7138682615,64107970.04458331,Earth
2019 vp3,28.1,,,0.2746,1.173,11.93,3892698,2019 vp3,28.1,0.0063760979,0.0142573883,False,2025-04-14,10.5468432751,15749850.376942825,Earth
2019 vb5,31.7,,,0.2038,1.022,0.31,3892775,2019 vb5,31.7,0.0012149404,0.0027166893,False,2025-05-31,12.4236966521,33903421.49697954,Earth
2019 vd6,23.14,,,0.2868,1.178,20.59,3893340,2019 vd6,23.14,0.06259721,0.1399716167,False,2025-05-13,17.2872984214,32350643.118663058,Earth
2019 wk,23.1,,,0.1683,1.117,14.61,3893275,2019 wk,23.1,0.063760979,0.1425738833,False,2025-04-26,18.5123036462,65929930.35720149,Earth
2019 ws1,24.95,,,0.0831,1.135,11.87,3893404,2019 ws1,24.95,0.0271991277,0.0608190985,False,2025-06-01,6.4745335175,26404653.71243483,Earth
2019 xl,26.6,,,0.3084,0.7902,7.74,3893856,2019 xl,26.6,0.0127219879,0.0284472297,False,2025-01-08,16.8547879585,46538177.43028861,Earth
2019 xf2,27.1,,,0.2481,1.108,13.67,3906633,2019 xf2,27.1,0.0101054342,0.0225964377,False,2025-05-30,19.9380134892,58204669.22830765,Earth
2019 yo,26.5,,,0.1176,1.153,6.55,3942366,2019 yo,26.5,0.0133215567,0.0297879063,False,2025-05-04,4.1387060039,32565747.068536315,Earth
2019 yq3,26.4,,,0.2654,1.39,2.57,3956449,2019 yq3,26.4,0.0139493823,0.0311917671,False,2025-04-29,5.7303796325,66754088.524856865,Earth
2019 ya5,26.0,,,0.1808,1.154,3.11,3968754,2019 ya5,26.0,0.0167708462,0.0375007522,False,2025-01-02,12.6061556875,41802119.06605575,Earth
2019 yb5,25.0,,,0.3419,1.101,4.81,3968755,2019 yb5,25.0,0.02658,0.0594346868,False,2025-05-24,20.6161115958,50443586.76976402,Earth
2020 ak,19.0,,,0.5271,1.865,8.14,3971134,2020 ak,19.01,0.4193290755,0.9376483177,False,2025-05-05,10.7588692294,19896771.7145292,Earth
2020 aw,28.73,,,0.2339,0.8083,0.36,3972422,2020 aw,28.73,0.004770402,0.0106669431,False,2025-05-20,11.0069172219,55151931.50026833,Earth
2020 ay1,25.3,,,0.2222,0.8816,1.02,3976542,2020 ay1,25.3,0.0231502122,0.0517654482,False,2025-03-08,4.6990868684,11359577.361439165,Earth
2020 ab2,27.0,,,0.3264,0.8043,2.62,3976545,2020 ab2,27.0,0.0105816886,0.023661375,False,2025-03-17,6.8972264046,48738059.70606939,Earth
2020 aq24,24.98,,,0.0397,0.9933,31.93,54293876,2020 aq24,24.98,0.0268259417,0.0599846292,False,2025-01-06,19.8684089759,48896961.18728298,Earth
2020 bm1,25.6,,,0.3288,0.8679,15.43,3986764,2020 bm1,25.6,0.0201629919,0.0450858206,False,2025-03-30,18.7144143692,59285471.323343,Earth
2020 bt2,23.67,,,0.4202,0.7236,4.09,3986832,2020 bt2,23.67,0.0490405098,0.1096579137,False,2025-02-14,15.6169238234,28251635.809668567,Earth
2020 bk3,26.9,,,0.3167,1.158,9.82,3986841,2020 bk3,26.9,0.0110803882,0.0247765013,False,2025-01-13,8.176692998,13359180.581947304,Earth
2020 bb5,29.7,,,0.3827,1.409,0.87,3989084,2020 bb5,29.7,0.0030517923,0.0068240151,False,2025-01-29,11.667582948,13832150.195085244,Earth
2020 bg5,23.7,,,0.1529,1.159,6.23,3989089,2020 bg5,23.7,0.0483676488,0.1081533507,False,2025-01-31,6.5531346755,49386912.38767418,Earth
2020 bc6,20.85,,,0.7096,1.86,6.28,3989144,2020 bc6,20.85,0.1797028549,0.4018277992,True,2025-01-05,22.182959458,3683381.686023033,Earth
2020 by6,24.16,,,0.0859,1.155,17.77,3989158,2020 by6,24.16,0.0391340663,0.0875064325,False,2025-02-03,12.0254400751,39942884.70879178,Earth
2020 bp8,25.5,,,0.5771,0.8549,10.42,3989194,2020 bp8,25.5,0.0211132445,0.0472106499,False,2025-04-11,23.4261199988,39462157.3390701,Earth
2020 bn9,23.76,,,0.4774,1.837,10.87,3989213,2020 bn9,23.76,0.0470494961,0.1052058716,False,2025-01-24,10.9199365882,13418191.780535787,Earth
2020 bs9,26.2,,,0.4472,1.859,4.35,3989218,2020 bs9,26.2,0.0152951935,0.0342010925,False,2025-04-12,15.9467532448,54497976.06523741,Earth
2020 bv9,26.1,,,0.253,0.991,3.33,3989220,2020 bv9,26.1,0.0160160338,0.0358129403,False,2025-02-11,17.1382454386,44417714.479561925,Earth
2020 bl11,27.8,,,0.0089,0.9889,5.91,3989259,2020 bl11,27.8,0.0073207399,0.016369672,False,2025-02-04,14.1089292678,65392950.77752837,Earth
2020 bp11,26.8,,,0.376,0.7369,7.35,3989263,2020 bp11,26.8,0.0116025908,0.0259441818,False,2025-01-06,15.7678897551,35406461.06684568,Earth
2020 bp11,26.8,,,0.376,0.7369,7.35,3989263,2020 bp11,26.8,0.0116025908,0.0259441818,False,2025-05-15,11.8763535779,66664526.22486017,Earth
2020 bn12,25.9,,,0.2994,1.4,9.18,3989277,2020 bn12,25.9,0.0175612318,0.0392681082,False,2025-01-12,10.7614171586,25592941.683649205,Earth
2020 bw12,26.1,,,0.0419,0.9904,18.76,3989284,2020 bw12,26.1,0.0160160338,0.0358129403,False,2025-01-26,14.3681200798,59120739.42970381,Earth
2020 ca,29.6,,,0.4394,0.8817,1.22,3989349,2020 ca,29.6,0.0031956189,0.007145621,False,2025-01-27,19.2589757924,28849084.793167993,Earth
2020 cb,27.7,,,0.2851,0.9926,3.7,3989355,2020 cb,27.7,0.0076657557,0.0171411509,False,2025-03-10,6.8791329628,36011593.24735043,Earth
2020 ce,25.0,,,0.4251,1.858,6.27,3989396,2020 ce,25.0,0.02658,0.0594346868,False,2025-04-04,13.037846748,52054702.36338529,Earth
2020 cr1,27.1,,,0.464,1.85,8.69,3989678,2020 cr1,27.1,0.0101054342,0.0225964377,False,2025-03-08,11.2032509578,23445035.302866768,Earth
2020 cu1,24.19,,,0.3591,1.397,6.28,3989721,2020 cu1,24.19,0.0385971268,0.0863057993,False,2025-03-02,4.6708900901,57935308.59935025,Earth
2020 cx1,24.13,,,0.1632,1.004,12.73,3989813,2020 cx1,24.13,0.0396784754,0.0887237683,False,2025-02-20,6.8885720054,17238026.515797023,Earth
2020 cy2,27.5,,,0.2686,1.39,3.76,3991607,2020 cy2,27.5,0.008405334,0.0187948982,False,2025-06-03,5.7791739459,69302682.46322148,Earth
2020 co8,28.0,,,0.2322,1.148,2.9,54293318,2020 co8,28.0,0.0066765941,0.0149293183,False,2025-04-17,6.4920181514,52091856.69981551,Earth
2020 da1,29.8,,,0.5689,1.157,7.89,3991654,2020 da1,29.8,0.002914439,0.0065168838,False,2025-02-13,22.4173701231,17420012.48920968,Earth
2020 dx1,26.5,,,0.1401,0.9935,11.29,3991699,2020 dx1,26.5,0.0133215567,0.0297879063,False,2025-04-11,5.5142728345,33446276.900042325,Earth
2020 dh2,25.2,,,0.2835,1.4,16.48,3991734,2020 dh2,25.2,0.0242412481,0.0542050786,False,2025-02-02,12.0543231711,28601105.1405846,Earth
2020 dv2,25.1,,,0.2318,1.396,16.35,3994622,2020 dv2,25.1,0.0253837029,0.0567596853,False,2025-02-23,13.1066103502,45025589.98580674,Earth
2020 fm,24.1,,,0.3125,0.9922,21.61,54016204,2020 fm,24.1,0.040230458,0.0899580388,False,2025-03-20,11.2133494046,44904232.423796415,Earth
2020 fo,25.9,,,0.4576,1.161,29.94,54016206,2020 fo,25.9,0.0175612318,0.0392681082,False,2025-03-15,20.5819347367,5121209.509825131,Earth
2020 fa3,23.4,,,0.418,1.823,3.14,54016311,2020 fa3,23.4,0.0555334912,0.1241766613,False,2025-02-26,17.2407513181,66056453.3092661,Earth
2020 fh4,28.4,,,0.1407,1.167,2.89,54016353,2020 fh4,28.4,0.0055533491,0.0124176661,False,2025-04-04,2.9971164592,4898663.499753197,Earth
2020 gc1,25.25,,,0.2642,1.155,11.87,54016462,2020 gc1,25.25,0.0236894499,0.0529712204,False,2025-03-26,15.2494072554,30402116.485557754,Earth
2020 gm2,23.6,,,0.3918,1.151,22.52,54016506,2020 gm2,23.6,0.0506471459,0.1132504611,False,2025-04-05,24.9649777842,50762304.95700009,Earth
2020 gz2,27.9,,,0.3758,0.8068,2.55,54016528,2020 gz2,27.9,0.0069912523,0.0156329154,False,2025-02-07,8.9107238338,6791599.160452255,Earth
2020 ge3,26.1,,,0.2347,0.9017,1.48,54016533,2020 ge3,26.1,0.0160160338,0.0358129403,False,2025-02-09,20.7716354938,68224335.17947412,Earth
2020 hf,25.2,,,0.2782,0.8818,0.31,54016545,2020 hf,25.2,0.0242412481,0.0542050786,False,2025-04-16,13.3917922168,27101471.65990199,Earth
2020 hj,25.3,,,0.1205,1.159,13.79,54016548,2020 hj,25.3,0.0231502122,0.0517654482,False,2025-04-21,8.8851224071,14998186.648939246,Earth
2020 hu1,23.5,,,0.349,0.8011,43.44,54016608,2020 hu1,23.5,0.0530340723,0.1185877909,False,2025-04-17,21.3181496857,21038913.843074683,Earth
2020 hw2,24.89,,,0.3746,0.8138,3.28,54016641,2020 hw2,24.89,0.0279611466,0.0625230245,False,2025-02-19,19.9377431446,48447001.357167825,Earth
2020 hw3,22.1,,,0.546,1.155,45.73,54016676,2020 hw3,22.1,0.1010543415,0.2259643771,False,2025-04-17,32.4840178326,32389361.90473837,Earth
2020 hl4,24.6,,,0.3927,0.7958,6.39,54016687,2020 hl4,24.6,0.0319561887,0.0714562102,False,2025-01-29,8.3616478137,55225803.03319285,Earth
2020 hl4,24.6,,,0.3927,0.7958,6.39,54016687,2020 hl4,24.6,0.0319561887,0.0714562102,False,2025-05-29,8.2364083536,11330178.373066977,Earth
2020 hx4,26.3,,,0.1025,1.166,15.02,54016713,2020 hx4,26.3,0.0146067964,0.0326617897,False,2025-04-24,8.9174585708,30196849.223948047,Earth
2020 he5,27.7,,,0.0734,1.009,7.25,54016725,2020 he5,27.7,0.0076657557,0.0171411509,False,2025-04-22,10.9362608632,43596759.96525239,Earth
2020 hm5,23.6,,,0.6223,0.8702,11.58,54016732,2020 hm5,23.6,0.0506471459,0.1132504611,False,2025-05-26,14.5163086196,61463475.64366584,Earth
2020 ho5,28.5,,,0.0239,0.9892,4.71,54016734,2020 ho5,28.5,0.0053034072,0.0118587791,False,2025-04-12,13.5630602618,61806736.648017086,Earth
2020 hb6,24.2,,,0.3396,1.393,7.94,54016746,2020 hb6,24.2,0.0384197891,0.0859092601,False,2025-04-13,20.7900633379,62187683.30059364,Earth
2020 hy6,26.9,,,0.4313,0.738,9.37,54016771,2020 hy6,26.9,0.0110803882,0.0247765013,False,2025-04-25,21.1509189768,54690947.26456055,Earth
2020 hm7,25.8,,,0.3635,1.171,5.21,54016782,2020 hm7,25.8,0.0183888672,0.0411187571,False,2025-05-15,22.4082922528,60473577.86119938,Earth
2020 hs7,29.1,,,0.5718,1.849,4.73,54016805,2020 hs7,29.1,0.0040230458,0.0089958039,False,2025-05-20,11.5047275884,22119927.09550353,Earth
2020 hr8,26.9,,,0.3496,0.8902,4.65,54016817,2020 hr8,26.9,0.0110803882,0.0247765013,False,2025-04-05,7.8698202898,28473593.241880767,Earth
2020 ht8,28.6,,,0.6217,1.85,20.41,54016819,2020 ht8,28.6,0.0050647146,0.0113250461,False,2025-05-08,25.184028203,30897777.07369772,Earth
2020 hh10,23.7,,,0.2071,1.411,29.0,54016950,2020 hh10,23.7,0.0483676488,0.1081533507,False,2025-05-19,16.2696775182,32116699.590950925,Earth
2020 jb,23.47,,,0.5029,1.847,7.38,54016947,2020 jb,23.47,0.0537718498,0.1202375114,False,2025-05-12,12.7211833672,12014186.09036838,Earth
2020 jr,25.1,,,0.3412,1.386,1.76,54016969,2020 jr,25.1,0.0253837029,0.0567596853,False,2025-01-05,17.1434128424,47817840.01879432,Earth
2020 jf1,27.1,,,0.4599,1.835,11.66,54016991,2020 jf1,27.1,0.0101054342,0.0225964377,False,2025-04-29,12.9058285671,19765943.91919768,Earth
2020 jh1,24.9,,,0.1974,1.193,4.12,54016994,2020 jh1,24.9,0.0278326768,0.0622357573,False,2025-01-03,7.5364491932,62796481.54146041,Earth
2020 jf3,22.24,,,0.5706,1.174,7.0,54017115,2020 jf3,22.24,0.0947447113,0.2118556149,False,2025-04-18,22.8958135141,26260632.70143056,Earth
2020 jn3,27.4,,,0.208,1.151,0.6,54017159,2020 jn3,27.4,0.0088014652,0.0196806745,False,2025-05-04,16.9334462612,56357283.18690535,Earth
2020 jr3,24.0,,,0.1863,1.175,4.48,54017226,2020 jr3,24.0,0.0421264611,0.0941976306,False,2025-03-25,6.7631029981,57855321.311022915,Earth
2020 kt,24.05,,,0.3938,0.8023,5.78,54017086,2020 kt,24.05,0.0411675457,0.0920534307,False,2025-04-21,7.8250082603,19422661.522351015,Earth
2020 ka1,26.7,,,0.1678,0.8914,14.67,54017094,2020 ka1,26.7,0.0121494041,0.0271668934,False,2025-05-08,12.3629859921,37479922.850143,Earth
2020 ks2,24.4,,,0.205,0.8772,29.84,54017163,2020 ks2,24.4,0.0350392641,0.0783501764,False,2025-05-14,18.8163320956,50627538.86310273,Earth
2020 kv5,24.2,,,0.5019,1.817,8.14,54017272,2020 kv5,24.2,0.0384197891,0.0859092601,False,2025-02-02,17.6371601147,41759581.40539422,Earth
2020 kr6,20.04,,,0.4824,0.9821,24.03,54017292,2020 kr6,20.04,0.2609486033,0.5834988155,False,2025-03-11,14.6570433288,68587632.43990573,Earth
2020 kr6,20.04,,,0.4824,0.9821,24.03,54017292,2020 kr6,20.04,0.2609486033,0.5834988155,False,2025-05-04,12.1419822142,72351619.98648877,Earth
2020 mk3,25.8,,,0.3603,0.8087,2.36,54017652,2020 mk3,25.8,0.0183888672,0.0411187571,False,2025-04-24,12.9057804777,23140536.15381761,Earth
2020 mr3,22.7,,,0.606,0.8184,8.3,54017665,2020 mr3,22.7,0.0766575574,0.1714115092,False,2025-05-20,21.0701438698,25507255.77861974,Earth
2020 oc,26.6,,,0.1785,1.164,3.83,54048845,2020 oc,26.6,0.0127219879,0.0284472297,False,2025-01-26,4.9364877306,38689233.79400742,Earth
2020 og3,26.8,,,0.2133,1.186,3.83,54049349,2020 og3,26.8,0.0116025908,0.0259441818,False,2025-04-02,7.8138330799,66524804.327524394,Earth
2020 oy4,30.35,,,0.3872,1.02,3.59,54049794,2020 oy4,30.35,0.0022623249,0.0050587123,False,2025-05-09,9.7930687884,60623372.12328312,Earth
2020 py2,26.5,,,0.5462,1.066,4.49,54051050,2020 py2,26.5,0.0133215567,0.0297879063,False,2025-05-04,31.4063196521,72045099.0820657,Earth
2020 pp3,25.0,,,0.273,1.203,9.41,54051072,2020 pp3,25.0,0.02658,0.0594346868,False,2025-03-28,8.8117337084,72737376.92865558,Earth
2020 pp5,19.12,,,0.8056,2.545,32.61,54051133,2020 pp5,19.12,0.3986162293,0.8913329856,False,2025-01-08,35.2242519185,73850570.0143425,Earth
2020 pg6,26.9,,,0.2542,1.182,4.85,54051164,2020 pg6,26.9,0.0110803882,0.0247765013,False,2025-05-21,8.1825233064,70757223.6901753,Earth
2020 qm2,25.0,,,0.0479,1.168,24.71,54051262,2020 qm2,25.0,0.02658,0.0594346868,False,2025-03-03,13.3944012338,45360286.07826667,Earth
2020 qn3,21.02,,,0.7511,1.66,8.33,54051303,2020 qn3,21.02,0.1661709017,0.3715694322,False,2025-04-21,22.1076615999,20285596.549974848,Earth
